Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
b9312331-bf10-3e1e-85cd-d408d9c429a9,d016c076-b845-362f-8870-2e652d5fe9fb,Prince887 Heidenreich818,M,INTERNAL MEDICINE,463 WORCESTER RD,FRAMINGHAM,MA,01701-5354,42.307905,-71.436196,0
29b806bf-54d4-347c-bb45-067cc9f2ec9a,840a713f-0bad-35d2-a1b5-f5c01783c4ce,Dominique369 Powlowski563,M,GENERAL PRACTICE,1 BROOKLINE PL,BROOKLINE,MA,02445-7224,42.323853,-71.142003,30
5d6b9641-0c9b-3c3f-9748-13586ef20497,0fad13aa-142b-360d-8730-56777abc3e9b,Ouida808 Murphy561,F,GENERAL PRACTICE,776 LONGMEADOW ST,LONGMEADOW,MA,01106-2219,42.047565000000006,-72.57113000000001,55
5240e759-e113-3239-989d-89a5282bdfd1,0fad13aa-142b-360d-8730-56777abc3e9b,Daren950 Murphy561,M,PLASTIC AND RECONSTRUCTIVE SURGERY,776 LONGMEADOW ST,LONGMEADOW,MA,01106-2219,42.047565000000006,-72.57113000000001,0
b4123ec0-d4cc-3971-b7f3-3564ee3c4caf,ba56c3c4-ca3c-380f-b6cb-316d615481fd,Sueann178 Ernser583,F,GENERAL PRACTICE,67 UNION ST,NATICK,MA,01760-7700,42.284822,-71.348811,29
b5e594fb-0ca7-3e24-97bc-ba2b40c552ab,92729cd4-156f-3404-b877-1da464e5fb29,Karina848 Spencer878,F,GENERAL PRACTICE,336 THOMPSON RD,WEBSTER,MA,01570-1587,42.047075,-71.845805,64
b81a31c4-0d63-354d-a41d-6fb85a5fe782,8d11079b-dd8b-3486-bbfb-52d1052c596e,Dillon740 Turner526,M,CARDIOVASCULAR DISEASE (CARDIOLOGY),99 JACKSON ST,METHUEN,MA,01844-5044,42.742751,-71.178588,0
4e9f4bd1-bfc9-31c5-b56c-c982a9eea4b5,8d11079b-dd8b-3486-bbfb-52d1052c596e,Dillon740 Turner526,M,GENERAL PRACTICE,99 JACKSON ST,METHUEN,MA,01844-5044,42.742751,-71.178588,45
68498315-55ca-3bf5-b888-fcda8d772535,cbbee84d-7644-3b24-9f41-e3747f5050df,Lou594 VonRueden376,F,GENERAL PRACTICE,26 QUEEN STREET,WORCESTER,MA,1610,42.2590345,-71.8139319,10
d42d5444-f572-32df-bad7-2638063120a9,b81688f5-bd0e-3c99-963f-860d3e90ab5d,Jerrie417 Balistreri607,F,GENERAL PRACTICE,581 BOYLSTON STREET,BOSTON,MA,2116,42.3505548,-71.0766054,3
9bb27e0e-4286-3389-91ac-cc75d24148ba,d672f853-e2a5-324e-98fa-c6d5f8dfc255,Brandon214 Brekke496,M,GENERAL PRACTICE,9 HOPE AVENUE,WALTHAM,MA,2453,42.3700513,-71.2490152,1
c2f95a04-6ac3-38c4-b541-72b466c924cc,7ffe74ac-786d-3c6d-bcb9-323352f6149c,Mose244 Bosco882,M,GENERAL PRACTICE,140 CARANDO DRIVE,SPRINGFIELD,MA,1104,42.1463818,-72.5335973,2
0ee8df07-5e61-3a8b-9a7d-2304aeb37780,90cf148c-69ed-3d33-aa86-b509c6b0b25f,Delmar187 O'Keefe54,M,GENERAL PRACTICE,170 GOVERNORS AVENUE,MEDFORD,MA,2155,42.4259086,-71.1113649,6
